latitude,longitude,Slope
35.49,126.565,0.08910881
35.49,126.575,0.039426208
35.49,126.585,0.142651439
35.49,126.595,0.076811269
35.49,126.605,0.008473801
35.49,126.615,0.028792536
35.49,126.625,0.048424736
35.49,126.635,0.122945651
35.49,126.645,0.149101004
35.49,126.655,0.200496078
35.49,126.665,0.067032613
35.49,126.675,0.026512437
35.49,126.685,0.006492678
35.49,126.695,0.003786817
35.49,126.705,0.012743879
35.49,126.715,0.019873682
35.49,126.725,0.00678334
35.49,126.735,0.046271056
35.49,126.745,0.035372254
35.49,126.755,0.100097075
35.49,126.765,0.056332976
35.49,126.775,0.132612139
35.49,126.785,0.015101408
35.49,126.795,0.014171308
35.49,126.805,0.134549081
35.49,126.815,0.239068836
35.49,126.825,0.183619022
35.49,126.835,0.182769239
35.49,126.845,0.261790514
35.49,126.855,0.243561342
35.49,126.865,0.140676931
35.49,126.875,0.257262677
35.49,126.885,0.159724161
35.49,126.895,0.209297091
35.49,126.905,0.169937789
35.49,126.915,0.169003442
35.49,126.925,0.249257579
35.49,126.935,0.234371036
35.49,126.945,0.085281871
35.49,126.955,0.152399391
35.49,126.965,0.183081105
35.49,126.975,0.08419773
35.49,126.985,0.096118137
35.49,126.995,0.006066396
35.49,127.005,0.033852309
35.49,127.015,0.180768639
35.49,127.025,0.020701109
35.49,127.035,0.06004034
35.49,127.045,0.164789245
35.49,127.055,0.256445616
35.49,127.065,0.327772111
35.49,127.075,0.106033564
35.49,127.085,0.106928065
35.49,127.095,0.215267301
35.49,127.105,0.182673931
35.49,127.115,0.158294737
35.49,127.125,0.093460962
35.49,127.135,0.249162897
35.49,127.145,0.152427927
35.49,127.155,0.016931165
35.49,127.165,0.165313631
35.49,127.175,0.112684347
35.49,127.185,0.096912511
35.49,127.195,0.002081899
35.49,127.205,0.011496415
35.49,127.215,0.1513329
35.49,127.225,0.09239316
35.49,127.235,0.095950909
35.49,127.245,0.00587257
35.49,127.255,0.008665294
35.49,127.265,0.006767465
35.49,127.275,0.082290918
35.49,127.285,0.048144393
35.49,127.295,0.108310789
35.49,127.305,0.167466298
35.49,127.315,0.074314728
35.49,127.325,0.014963836
35.49,127.335,0.049137212
35.49,127.345,0.037578765
35.49,127.355,0.005954898
35.49,127.365,0.02759514
35.49,127.375,0.01537131
35.49,127.385,0.127623647
35.49,127.395,0.104563199
35.49,127.405,0.034669265
35.49,127.415,0.054741777
35.49,127.425,0.065663703
35.49,127.435,0.100664593
35.49,127.445,0.132476985
35.49,127.455,0.11209172
35.49,127.465,0.039679382
35.49,127.475,0.009098681
35.49,127.485,0.012174095
35.49,127.495,0.201071084
35.49,127.505,0.118580006
35.49,127.515,0.155430853
35.49,127.525,0.232606485
35.49,127.535,0.132841751
35.49,127.545,0.155597597
35.49,127.555,0.182539895
35.49,127.565,0.164462969
35.49,127.575,0.132159442
35.49,127.585,0.150199994
35.49,127.595,0.153536364
35.49,127.605,0.001691171
35.49,127.615,0.016813345
35.49,127.625,0.052541748
35.49,127.635,0.055710703
35.49,127.645,0.101456806
35.49,127.655,0.132062003
35.49,127.665,0.018367963
35.49,127.675,0.174605668
35.49,127.685,0.114954889
35.49,127.695,0.0740714
35.49,127.705,0.095225394
35.49,127.715,0.18401432
35.49,127.725,0.140247241
35.49,127.735,0.118524693
35.49,127.745,0.079988621
35.49,127.755,0.040993132
35.49,127.765,0.122841746
35.49,127.775,0.165993094
35.49,127.785,0.249142393
35.49,127.795,0.060573831
35.49,127.805,0.052608784
35.49,127.815,0.063642643
35.49,127.825,0.118413389
35.49,127.835,0.003065719
35.49,127.845,0.102714673
35.49,127.855,0.01907379
35.49,127.865,0.058696579
35.49,127.875,0.210632861
35.49,127.885,0.041381489
35.49,127.895,0.176790372
35.49,127.905,0.150097355
35.49,127.915,0.04911929
35.49,127.925,0.13549149
35.49,127.935,0.056023978
35.49,127.945,0.137350962
35.49,127.955,0.202880666
35.49,127.965,0.170730978
35.49,127.975,0.213529795
35.49,127.985,0.137850478
35.49,127.995,0.155095637
35.49,128.005,0.204799786
35.49,128.015,0.073399372
35.49,128.025,0.130757436
35.49,128.035,0.115533702
35.49,128.045,0.112255484
35.49,128.055,0.251199365
35.49,128.065,0.148350209
35.49,128.075,0.099856041
35.49,128.085,0.108119279
35.49,128.095,0.134150788
35.49,128.105,0.181504339
35.49,128.115,0.19628264
35.49,128.125,0.147451118
35.49,128.135,0.144548506
35.49,128.145,0.137889996
35.49,128.155,0.119863816
35.49,128.165,0.051994629
35.49,128.175,0.13215287
35.49,128.185,0.170997232
35.49,128.195,0.104127191
35.49,128.205,0.018310092
35.49,128.215,0.232356146
35.49,128.225,0.02765842
35.49,128.235,0.173699975
35.49,128.245,0.239876151
35.49,128.255,0.184703782
35.49,128.265,0.203323722
35.49,128.275,0.136378944
35.49,128.285,0.175678447
35.49,128.295,0.171929359
35.49,128.305,0.139348388
35.49,128.315,0.107187815
35.49,128.325,0.181049436
35.49,128.335,0.222720772
35.49,128.345,0.020159621
35.49,128.355,0.196262881
35.49,128.365,0.192716539
35.49,128.375,0.132301718
35.49,128.385,0.120358057
35.49,128.395,0.078269504
35.49,128.405,0.017672237
35.49,128.415,0.004738782
35.49,128.425,0.017539231
35.49,128.435,0.06794484
35.49,128.445,0.01536125
35.49,128.455,0.196667805
35.49,128.465,0.041497793
35.49,128.475,0.028963508
35.49,128.485,0.049172875
35.49,128.495,0.083424218
35.49,128.505,0.031101616
35.49,128.515,0.077042706
35.49,128.525,0.023055913
35.49,128.535,0.10159234
35.49,128.545,0.173624337
35.49,128.555,0.198248684
35.49,128.565,0.149079278
35.49,128.575,0.286813438
35.49,128.585,0.065616637
35.49,128.595,0.056271087
35.49,128.605,0.016379338
35.49,128.615,0.23066479
35.49,128.625,0.232368335
35.49,128.635,0.207325369
35.49,128.645,0.10927508
35.49,128.655,0.007454001
35.49,128.665,0.084648415
35.49,128.675,0.197453111
35.49,128.685,0.075492628
35.49,128.695,0.105214506
35.49,128.705,0.146645412
35.49,128.715,0.17636843
35.49,128.725,0.089402586
35.49,128.735,0.004186417
35.49,128.745,0.002679016
35.49,128.755,0.00754418
35.49,128.765,0.001843571
35.49,128.775,0.10900303
35.49,128.785,0.097323246
35.49,128.795,0.209957108
35.49,128.805,0.040254999
35.49,128.815,0.102391928
35.49,128.825,0.136102051
35.49,128.835,0.117192484
35.49,128.845,0.048164897
35.49,128.855,0.102521412
35.49,128.865,0.16766578
35.49,128.875,0.279412925
35.49,128.885,0.091059826
35.49,128.895,0.200694814
35.49,128.905,0.191412494
35.49,128.915,0.252867281
35.49,128.925,0.113197096
35.49,128.935,0.267444253
35.49,128.945,0.1118218
35.49,128.955,0.134242952
35.49,128.965,0.114819251
35.49,128.975,0.276671499
35.49,128.985,0.188375875
35.49,128.995,0.285934746
35.49,129.005,0.138270631
35.49,129.015,0.259101003
35.49,129.025,0.241414756
35.49,129.035,0.166847169
35.49,129.045,0.096809998
35.49,129.055,0.045252051
35.49,129.065,0.118307523
35.49,129.075,0.130106807
35.49,129.085,0.010035807
35.49,129.095,0.03260237
35.49,129.105,0.106229566
35.49,129.115,0.183653504
35.49,129.125,0.068053529
35.49,129.135,0.099194288
35.49,129.145,0.134343565
35.49,129.155,0.039561953
35.49,129.165,0.0261641
35.49,129.175,0.086489655
35.49,129.185,0.074807651
35.49,129.195,0.061851606
35.49,129.205,0.04919171
35.49,129.215,0.157368347
35.49,129.225,0.105226614
35.49,129.235,0.162430003
35.49,129.245,0.209035113
35.49,129.255,0.06977544
35.49,129.265,0.061118502
35.49,129.275,0.07251551
35.49,129.285,0.094555855
35.49,129.295,0.039333638
35.49,129.305,0.022330632
35.49,129.315,0.004545822
35.49,129.325,0.003607546
35.49,129.335,0.030851955
35.49,129.345,0.040878002
35.49,129.355,0.025223807
35.49,129.365,0.008762348
35.49,129.375,0.034380499
35.49,129.385,0.016070649
35.49,129.395,0
35.49,129.405,0.007975687
35.49,129.415,0.021312296
35.49,129.425,0.044287499
35.49,129.435,0.039719116
35.5,126.465,0
35.5,126.475,0.025508167
35.5,126.485,0.028991165
35.5,126.495,0.013618755
35.5,126.505,0.018994726
35.5,126.515,0.001134958
35.5,126.525,0.025996514
35.5,126.535,0.114512138
35.5,126.545,0.115699254
35.5,126.555,0.133624703
35.5,126.565,0.225888252
35.5,126.575,0.16169256
35.5,126.585,0.125862315
35.5,126.595,0.13955234
35.5,126.605,0.0477878
35.5,126.615,0.00775232
35.5,126.625,0.017219657
35.5,126.635,0.002606589
35.5,126.645,0.107938334
35.5,126.655,0.094069459
35.5,126.665,0.211102545
35.5,126.675,0.021693218
35.5,126.685,0.010877476
35.5,126.695,0.019818015
35.5,126.705,0.010047969
35.5,126.715,0.030355863
35.5,126.725,0.003097269
35.5,126.735,0.05896534
35.5,126.745,0.113024622
35.5,126.755,0.14121674
35.5,126.765,0.154748932
35.5,126.775,0.070078909
35.5,126.785,0.026131228
35.5,126.795,0.018546809
35.5,126.805,0.018880866
35.5,126.815,0.058337465
35.5,126.825,0.095676653
35.5,126.835,0.139348984
35.5,126.845,0.099477947
35.5,126.855,0.0865255
35.5,126.865,0.194601923
35.5,126.875,0.293816268
35.5,126.885,0.250067472
35.5,126.895,0.212818265
35.5,126.905,0.366369903
35.5,126.915,0.11753685
35.5,126.925,0.233730793
35.5,126.935,0.153620228
35.5,126.945,0.145441294
35.5,126.955,0.098161794
35.5,126.965,0.127578855
35.5,126.975,0.009995845
35.5,126.985,0.034965083
35.5,126.995,0.162756458
35.5,127.005,0.041932777
35.5,127.015,0.039541595
35.5,127.025,0.03148704
35.5,127.035,0.218487546
35.5,127.045,0.272937417
35.5,127.055,0.154121786
35.5,127.065,0.269766718
35.5,127.075,0.181939736
35.5,127.085,0.165506229
35.5,127.095,0.272927582
35.5,127.105,0.22167708
35.5,127.115,0.152100652
35.5,127.125,0.303227812
35.5,127.135,0.262224913
35.5,127.145,0.290620953
35.5,127.155,0.107943334
35.5,127.165,0.136505172
35.5,127.175,0.037731368
35.5,127.185,0.22487922
35.5,127.195,0.039279178
35.5,127.205,0.240803242
35.5,127.215,0.146462202
35.5,127.225,0.00712604
35.5,127.235,0.178028241
35.5,127.245,0.181853473
35.5,127.255,0.081582822
35.5,127.265,0.016494412
35.5,127.275,0.074783474
35.5,127.285,0.060688753
35.5,127.295,0.118189231
35.5,127.305,0.134889349
35.5,127.315,0.066763818
35.5,127.325,0.002228955
35.5,127.335,0.017252754
35.5,127.345,0.018154742
35.5,127.355,0.019899499
35.5,127.365,0.025003901
35.5,127.375,0.059805445
35.5,127.385,0.051740646
35.5,127.395,0.036880475
35.5,127.405,0.008973305
35.5,127.415,0.011267067
35.5,127.425,0.039296217
35.5,127.435,0.104067728
35.5,127.445,0.195569649
35.5,127.455,0.163544133
35.5,127.465,0.167095572
35.5,127.475,0.124281503
35.5,127.485,0.108585536
35.5,127.495,0.153321862
35.5,127.505,0.05268731
35.5,127.515,0.006398811
35.5,127.525,0.19243446
35.5,127.535,0.12061327
35.5,127.545,0.083585761
35.5,127.555,0.110044591
35.5,127.565,0.142028362
35.5,127.575,0.193337977
35.5,127.585,0.095456451
35.5,127.595,0.08151146
35.5,127.605,0.042680126
35.5,127.615,0.009939617
35.5,127.625,0.026580775
35.5,127.635,0.091654852
35.5,127.645,0.189681947
35.5,127.655,0.082372941
35.5,127.665,0.087504663
35.5,127.675,0.254316241
35.5,127.685,0.212143481
35.5,127.695,0.136967808
35.5,127.705,0.092100732
35.5,127.715,0.014939718
35.5,127.725,0.096410252
35.5,127.735,0.156007275
35.5,127.745,0.068548501
35.5,127.755,0.12171112
35.5,127.765,0.127072707
35.5,127.775,0.13047117
35.5,127.785,0.202351093
35.5,127.795,0.130034581
35.5,127.805,0.061356205
35.5,127.815,0.006414001
35.5,127.825,0.174722075
35.5,127.835,0.091157787
35.5,127.845,0.108796246
35.5,127.855,0.103408158
35.5,127.865,0.088613942
35.5,127.875,0.084630795
35.5,127.885,0.120336339
35.5,127.895,0.059988581
35.5,127.905,0.08516489
35.5,127.915,0.028627133
35.5,127.925,0.088275902
35.5,127.935,0.076240391
35.5,127.945,0.152284846
35.5,127.955,0.222595125
35.5,127.965,0.144887179
35.5,127.975,0.164497599
35.5,127.985,0.184395775
35.5,127.995,0.159383208
35.5,128.005,0.192064613
35.5,128.015,0.132067025
35.5,128.025,0.060805835
35.5,128.035,0.112726077
35.5,128.045,0.226155162
35.5,128.055,0.11486125
35.5,128.065,0.170499101
35.5,128.075,0.074335665
35.5,128.085,0.178179324
35.5,128.095,0.095140174
35.5,128.105,0.179122806
35.5,128.115,0.090276368
35.5,128.125,0.154585481
35.5,128.135,0.101021588
35.5,128.145,0.074830018
35.5,128.155,0.020148169
35.5,128.165,0.144188985
35.5,128.175,0.124663427
35.5,128.185,0.103173763
35.5,128.195,0.101611853
35.5,128.205,0.138674706
35.5,128.215,0.131854624
35.5,128.225,0.076810881
35.5,128.235,0.141003355
35.5,128.245,0.247499406
35.5,128.255,0.263681978
35.5,128.265,0.21934092
35.5,128.275,0.10402301
35.5,128.285,0.085643761
35.5,128.295,0.21103929
35.5,128.305,0.024880275
35.5,128.315,0.113762282
35.5,128.325,0.064332627
35.5,128.335,0.222028688
35.5,128.345,0.038052406
35.5,128.355,0.049493913
35.5,128.365,0.00408528
35.5,128.375,0.059074644
35.5,128.385,0.020157201
35.5,128.395,0.175815448
35.5,128.405,0.064987458
35.5,128.415,0.010335023
35.5,128.425,0.100633271
35.5,128.435,0.001385661
35.5,128.445,0.114029653
35.5,128.455,0.108298391
35.5,128.465,0.021595711
35.5,128.475,0.035949599
35.5,128.485,0.05121832
35.5,128.495,0.034380868
35.5,128.505,0.080190994
35.5,128.515,0.1772542
35.5,128.525,0.159786582
35.5,128.535,0.123534754
35.5,128.545,0.039327197
35.5,128.555,0.077366814
35.5,128.565,0.177250654
35.5,128.575,0.238833651
35.5,128.585,0.213877052
35.5,128.595,0.185518801
35.5,128.605,0.148404554
35.5,128.615,0.253478438
35.5,128.625,0.055158082
35.5,128.635,0.231581226
35.5,128.645,0.147630379
35.5,128.655,0.004087977
35.5,128.665,0.031831983
35.5,128.675,0.041031167
35.5,128.685,0.140313655
35.5,128.695,0.2454018
35.5,128.705,0.229121432
35.5,128.715,0.129993856
35.5,128.725,0.016426813
35.5,128.735,0.004945971
35.5,128.745,0.012053318
35.5,128.755,0.032450095
35.5,128.765,0.098678567
35.5,128.775,0.120192051
35.5,128.785,0.009890648
35.5,128.795,0.003385485
35.5,128.805,0.004335251
35.5,128.815,0.00381528
35.5,128.825,0.003745349
35.5,128.835,0.042062007
35.5,128.845,0.273971379
35.5,128.855,0.103000879
35.5,128.865,0.138708636
35.5,128.875,0.182323411
35.5,128.885,0.010202432
35.5,128.895,0.169695437
35.5,128.905,0.245530009
35.5,128.915,0.30960542
35.5,128.925,0.006644218
35.5,128.935,0.210981727
35.5,128.945,0.237740785
35.5,128.955,0.169607833
35.5,128.965,0.157256395
35.5,128.975,0.14716661
35.5,128.985,0.254531652
35.5,128.995,0.101077512
35.5,129.005,0.172063395
35.5,129.015,0.103736334
35.5,129.025,0.105869092
35.5,129.035,0.317600608
35.5,129.045,0.177281514
35.5,129.055,0.085842282
35.5,129.065,0.102027319
35.5,129.075,0.038032345
35.5,129.085,0.019825308
35.5,129.095,0.024346199
35.5,129.105,0.113752969
35.5,129.115,0.042901076
35.5,129.125,0.048043706
35.5,129.135,0.065571442
35.5,129.145,0.094150931
35.5,129.155,0.159063995
35.5,129.165,0.048962682
35.5,129.175,0.063829318
35.5,129.185,0.033315625
35.5,129.195,0.073562771
35.5,129.205,0.093639128
35.5,129.215,0.082893111
35.5,129.225,0.098008357
35.5,129.235,0.132831424
35.5,129.245,0.021751776
35.5,129.255,0.050486799
35.5,129.265,0.025453301
35.5,129.275,0.088312924
35.5,129.285,0.059237212
35.5,129.295,0.039353136
35.5,129.305,0.019507024
35.5,129.315,0.062837489
35.5,129.325,0.025012918
35.5,129.335,0.058067948
35.5,129.345,0.004165318
35.5,129.355,0.06650833
35.5,129.365,0.031939287
35.5,129.375,0.016727321
35.5,129.385,0.003159178
35.5,129.405,0.226726875
35.5,129.415,0.085966483
35.5,129.425,0.030382261
35.5,129.435,0.057088941
35.5,129.445,0.001802276
35.51,126.475,0
35.51,126.485,0.02623996
35.51,126.495,0.015154975
35.51,126.505,0.000642719
35.51,126.515,0.000551577
35.51,126.525,0.04665038
35.51,126.535,0.037094928
35.51,126.545,0.088450804
35.51,126.555,0.195310324
35.51,126.565,0.229866445
35.51,126.575,0.157207161
35.51,126.585,0.176559225
35.51,126.595,0.204937249
35.51,126.605,0.158974797
35.51,126.615,0.182047114
35.51,126.625,0.107379876
35.51,126.635,0.105925344
35.51,126.645,0.056034297
35.51,126.655,0.158792481
35.51,126.665,0.005537795
35.51,126.675,0.005808188
35.51,126.685,0.007131604
35.51,126.695,0.03902084
35.51,126.705,0.024321921
35.51,126.715,0.019406671
35.51,126.725,0.014417292
35.51,126.735,0.092675745
35.51,126.745,0.098694704
35.51,126.755,0.016087558
35.51,126.765,0.061489992
35.51,126.775,0.061782144
35.51,126.785,0.012155061
35.51,126.795,0.029021833
35.51,126.805,0.013982892
35.51,126.815,0.017237423
35.51,126.825,0.019368902
35.51,126.835,0.019403422
35.51,126.845,0.010669843
35.51,126.855,0.007989186
35.51,126.865,0.054656383
35.51,126.875,0.038192041
35.51,126.885,0.164492264
35.51,126.895,0.05365869
35.51,126.905,0.009776397
35.51,126.915,0.027449941
35.51,126.925,0.258881658
35.51,126.935,0.009211748
35.51,126.945,0.021536317
35.51,126.955,0.219092369
35.51,126.965,0.15269424
35.51,126.975,0.027449645
35.51,126.985,0.099820882
35.51,126.995,0.148178428
35.51,127.005,0.113129504
35.51,127.015,0.182724819
35.51,127.025,0.041700631
35.51,127.035,0.215597838
35.51,127.045,0.210355416
35.51,127.055,0.139087006
35.51,127.065,0.119884752
35.51,127.075,0.143732965
35.51,127.085,0.249471411
35.51,127.095,0.181641236
35.51,127.105,0.172156543
35.51,127.115,0.203268141
35.51,127.125,0.199701741
35.51,127.135,0.14122586
35.51,127.145,0.13292335
35.51,127.155,0.02362803
35.51,127.165,0.096026994
35.51,127.175,0.150476873
35.51,127.185,0.061818004
35.51,127.195,0.054390214
35.51,127.205,0.183032379
35.51,127.215,0.182703748
35.51,127.225,0.158110976
35.51,127.235,0.127886072
35.51,127.245,0.070113413
35.51,127.255,0.172817916
35.51,127.265,0.047850661
35.51,127.275,0.048150621
35.51,127.285,0.133963287
35.51,127.295,0.079596192
35.51,127.305,0.100622214
35.51,127.315,0.090532258
35.51,127.325,0.003996815
35.51,127.335,0.028256113
35.51,127.345,0.024139253
35.51,127.355,0.002457971
35.51,127.365,0.019124547
35.51,127.375,0.027325267
35.51,127.385,0.012757225
35.51,127.395,0.038877826
35.51,127.405,0.018838655
35.51,127.415,0.023250114
35.51,127.425,0.032312285
35.51,127.435,0.147271752
35.51,127.445,0.126719117
35.51,127.455,0.15317969
35.51,127.465,0.20718573
35.51,127.475,0.179156706
35.51,127.485,0.155934945
35.51,127.495,0.143134817
35.51,127.505,0.263581574
35.51,127.515,0.140623212
35.51,127.525,0.115104534
35.51,127.535,0.031548068
35.51,127.545,0.074031822
35.51,127.555,0.15571405
35.51,127.565,0.075121306
35.51,127.575,0.160054609
35.51,127.585,0.130970538
35.51,127.595,0.097643353
35.51,127.605,0.023848973
35.51,127.615,0.001857547
35.51,127.625,0.02223794
35.51,127.635,0.066837132
35.51,127.645,0.177030995
35.51,127.655,0.103963204
35.51,127.665,0.259845704
35.51,127.675,0.098265775
35.51,127.685,0.132758513
35.51,127.695,0.132525206
35.51,127.705,0.148385793
35.51,127.715,0.030094502
35.51,127.725,0.090501964
35.51,127.735,0.019465018
35.51,127.745,0.041110329
35.51,127.755,0.11519859
35.51,127.765,0.134806916
35.51,127.775,0.02809258
35.51,127.785,0.05361136
35.51,127.795,0.196284488
35.51,127.805,0.053709902
35.51,127.815,0.126930222
35.51,127.825,0.127051651
35.51,127.835,0.050965615
35.51,127.845,0.09604346
35.51,127.855,0.110983349
35.51,127.865,0.163779035
35.51,127.875,0.146646321
35.51,127.885,0.149820074
35.51,127.895,0.029929683
35.51,127.905,0.05794372
35.51,127.915,0.112851247
35.51,127.925,0.142474011
35.51,127.935,0.109478608
35.51,127.945,0.071074478
35.51,127.955,0.18027842
35.51,127.965,0.145314634
35.51,127.975,0.182360932
35.51,127.985,0.143158719
35.51,127.995,0.170289844
35.51,128.005,0.142157122
35.51,128.015,0.085340597
35.51,128.025,0.15189378
35.51,128.035,0.149003997
35.51,128.045,0.018761542
35.51,128.055,0.034935407
35.51,128.065,0.18476671
35.51,128.075,0.079206049
35.51,128.085,0.188936353
35.51,128.095,0.134879097
35.51,128.105,0.154983953
35.51,128.115,0.23651132
35.51,128.125,0.177747369
35.51,128.135,0.143733561
35.51,128.145,0.07256759
35.51,128.155,0.088724852
35.51,128.165,0.024540462
35.51,128.175,0.097213604
35.51,128.185,0.052742381
35.51,128.195,0.07689523
35.51,128.205,0.104399621
35.51,128.215,0.025777074
35.51,128.225,0.229019105
35.51,128.235,0.178814232
35.51,128.245,0.210007176
35.51,128.255,0.295589417
35.51,128.265,0.092085831
35.51,128.275,0.071369074
35.51,128.285,0.154432893
35.51,128.295,0.216469139
35.51,128.305,0.123430945
35.51,128.315,0.23905623
35.51,128.325,0.226908505
35.51,128.335,0.118474618
35.51,128.345,0.188265875
35.51,128.355,0.180769846
35.51,128.365,0.016399326
35.51,128.375,0.088083878
35.51,128.385,0.088609241
35.51,128.395,0.026585232
35.51,128.405,0.122308157
35.51,128.415,0.004516124
35.51,128.425,0.001334023
35.51,128.435,0.057759341
35.51,128.445,0.107453205
35.51,128.455,0.141101986
35.51,128.465,0.017456941
35.51,128.475,0.025356583
35.51,128.485,0.012818784
35.51,128.495,0.068284154
35.51,128.505,0.036682833
35.51,128.515,0.260299861
35.51,128.525,0.160385832
35.51,128.535,0.184490681
35.51,128.545,0.101998016
35.51,128.555,0.168622926
35.51,128.565,0.212000072
35.51,128.575,0.149337053
35.51,128.585,0.14629741
35.51,128.595,0.192101061
35.51,128.605,0.230190232
35.51,128.615,0.146979094
35.51,128.625,0.08620891
35.51,128.635,0.156396255
35.51,128.645,0.150766969
35.51,128.655,0.003668024
35.51,128.665,0.073862724
35.51,128.675,0.033010844
35.51,128.685,0.168955192
35.51,128.695,0.047208145
35.51,128.705,0.05768878
35.51,128.715,0.021658821
35.51,128.725,0.003495181
35.51,128.735,0.095880955
35.51,128.745,0.02735615
35.51,128.755,0.133998692
35.51,128.765,0.054864813
35.51,128.775,0.027204363
35.51,128.785,0.105960988
35.51,128.795,0.072268188
35.51,128.805,0.060097355
35.51,128.815,0.103864253
35.51,128.825,0.125818282
35.51,128.835,0.043511897
35.51,128.845,0.132142305
35.51,128.855,0.017920505
35.51,128.865,0.18576473
35.51,128.875,0.015077758
35.51,128.885,0.197986886
35.51,128.895,0.243850693
35.51,128.905,0.240691304
35.51,128.915,0.267237008
35.51,128.925,0.173945218
35.51,128.935,0.1227898
35.51,128.945,0.241914153
35.51,128.955,0.212244987
35.51,128.965,0.124536455
35.51,128.975,0.14928396
35.51,128.985,0.209518105
35.51,128.995,0.143362239
35.51,129.005,0.219084263
35.51,129.015,0.208902165
35.51,129.025,0.281158239
35.51,129.035,0.145091146
35.51,129.045,0.330336154
35.51,129.055,0.268498123
35.51,129.065,0.249426156
35.51,129.075,0.045434028
35.51,129.085,0.022604242
35.51,129.095,0.020627799
35.51,129.105,0.014927921
35.51,129.115,0.031649135
35.51,129.125,0.01763732
35.51,129.135,0.073800147
35.51,129.145,0.092791297
35.51,129.155,0.040030435
35.51,129.165,0.05371318
35.51,129.175,0.012832176
35.51,129.185,0.041356098
35.51,129.195,0.037404235
35.51,129.205,0.137505919
35.51,129.215,0.108741798
35.51,129.225,0.149257526
35.51,129.235,0.043663912
35.51,129.245,0.073443986
35.51,129.255,0.093594849
35.51,129.265,0.028782019
35.51,129.275,0.048277922
35.51,129.285,0.05554935
35.51,129.295,0.025567174
35.51,129.305,0.074298173
35.51,129.315,0.115141809
35.51,129.325,0.012996566
35.51,129.335,0.046411708
35.51,129.345,0.005896615
35.51,129.355,0.006939484
35.51,129.365,0.011058725
35.51,129.375,0.019284965
35.51,129.385,0.005219379
35.51,129.395,0
35.51,129.405,0.170146927
35.51,129.415,0.072658733
35.51,129.425,0.033045731
35.51,129.435,0.000919022
35.51,129.445,0.003013075
35.52,126.485,0.026955713
35.52,126.495,0
35.52,126.505,0.000939722
35.52,126.515,0.001259369
35.52,126.525,0.006385884
35.52,126.535,0.077973336
35.52,126.545,0.009299045
35.52,126.555,0.080834039
35.52,126.565,0.2051557
35.52,126.575,0.133993059
35.52,126.585,0.247712195
35.52,126.595,0.178135276
35.52,126.605,0.20756866
35.52,126.615,0.201504305
35.52,126.625,0.206563413
35.52,126.635,0.242099836
35.52,126.645,0.130543992
35.52,126.655,0.135245845
35.52,126.665,0.01846024
35.52,126.675,0.005763394
35.52,126.685,0.001842525
35.52,126.695,0.02391379
35.52,126.705,0.019245438
35.52,126.715,0.008577256
35.52,126.725,0.019802447
35.52,126.735,0.019075038
35.52,126.745,0.008413266
35.52,126.755,0.002734242
35.52,126.765,0.014367199
35.52,126.775,0.082991771
35.52,126.785,0.099198684
35.52,126.795,0.0668092
35.52,126.805,0.011494231
35.52,126.815,0.012141161
35.52,126.825,0.094869711
35.52,126.835,0.033473335
35.52,126.845,0.005491694
35.52,126.855,0.144806266
35.52,126.865,0.093543403
35.52,126.875,0.10094133
35.52,126.885,0.154151872
35.52,126.895,0.01248748
35.52,126.905,0.147039682
35.52,126.915,0.101858854
35.52,126.925,0.160580367
35.52,126.935,0.15819402
35.52,126.945,0.252259552
35.52,126.955,0.067727052
35.52,126.965,0.184962869
35.52,126.975,0.125148341
35.52,126.985,0.150851697
35.52,126.995,0.110184491
35.52,127.005,0.0812537
35.52,127.015,0.02789907
35.52,127.025,0.065970957
35.52,127.035,0.098611116
35.52,127.045,0.241471291
35.52,127.055,0.169605881
35.52,127.065,0.113813102
35.52,127.075,0.210281461
35.52,127.085,0.175141558
35.52,127.095,0.236269683
35.52,127.105,0.246939942
35.52,127.115,0.182408586
35.52,127.125,0.164338514
35.52,127.135,0.139963478
35.52,127.145,0.156359419
35.52,127.155,0.021036197
35.52,127.165,0.065179303
35.52,127.175,0.079761028
35.52,127.185,0.015513558
35.52,127.195,0.020233339
35.52,127.205,0.132459372
35.52,127.215,0.191181749
35.52,127.225,0.117610618
35.52,127.235,0.172892272
35.52,127.245,0.019710252
35.52,127.255,0.155808747
35.52,127.265,0.175354749
35.52,127.275,0.035336807
35.52,127.285,0.078328416
35.52,127.295,0.017522223
35.52,127.305,0.064317212
35.52,127.315,0.061211966
35.52,127.325,0.02933651
35.52,127.335,0.039587922
35.52,127.345,0.021429366
35.52,127.355,0.042462729
35.52,127.365,0.019577459
35.52,127.375,0.041586634
35.52,127.385,0.03748351
35.52,127.395,0.007243448
35.52,127.405,0.017521046
35.52,127.415,0.070019342
35.52,127.425,0.041323122
35.52,127.435,0.156642914
35.52,127.445,0.148744196
35.52,127.455,0.27901414
35.52,127.465,0.207303464
35.52,127.475,0.184405997
35.52,127.485,0.166826501
35.52,127.495,0.225785986
35.52,127.505,0.218187943
35.52,127.515,0.181395248
35.52,127.525,0.196905598
35.52,127.535,0.003705668
35.52,127.545,0.118323304
35.52,127.555,0.191493332
35.52,127.565,0.179328427
35.52,127.575,0.081429556
35.52,127.585,0.047973782
35.52,127.595,0.03231483
35.52,127.605,0.00574922
35.52,127.615,0.007695345
35.52,127.625,0.02442996
35.52,127.635,0.218923613
