농업기상관측자료 다운로드(일 자료),,,,,,,,
도명,지점명,날짜,기온,최고기온,최저기온,습도,풍속,일사량
전북특별자치도,완주군 이서면,2024-10-29,16.1,20.7,11.9,74.7,0.9,10.5
전북특별자치도,완주군 이서면,2024-10-30,14.7,21.9,9.4,81.3,0.8,15
전북특별자치도,완주군 이서면,2024-10-31,14.6,23.1,7.8,76.7,0.6,14.6
전북특별자치도,완주군 이서면,2024-11-01,13.9,16,11.1,91,1.1,1.6
전북특별자치도,완주군 이서면,2024-11-02,17.1,23.6,13.2,82.6,0.9,11.5
전북특별자치도,완주군 이서면,2024-11-03,16.2,24.4,10.1,80.3,0.7,13.8
전북특별자치도,완주군 이서면,2024-11-04,14.8,21.7,9.7,78.2,1.1,9.5
전북특별자치도,완주군 이서면,2024-11-05,10.3,15.5,3.3,67.6,1.1,14.1
전북특별자치도,완주군 이서면,2024-11-06,7.4,14.7,1.5,67.6,0.9,14.8
전북특별자치도,완주군 이서면,2024-11-07,6.8,16.3,-0.4,73.8,0.6,14.3
전북특별자치도,완주군 이서면,2024-11-08,9.5,18.4,2.9,78.9,0.6,9.1
전북특별자치도,완주군 이서면,2024-11-09,12,20.2,5.2,80.4,0.6,12.1
전북특별자치도,완주군 이서면,2024-11-10,12.5,19.8,7.5,83.8,0.4,6.7
전북특별자치도,완주군 이서면,2024-11-11,12.1,21.1,5.5,82.8,0.6,12.4
전북특별자치도,완주군 이서면,2024-11-12,12.6,20,6.9,80.5,0.7,12.1
전북특별자치도,완주군 이서면,2024-11-13,11.7,21.7,3.7,78.5,0.5,12.7
전북특별자치도,완주군 이서면,2024-11-14,14,21,7.4,79.2,0.8,8
전북특별자치도,완주군 이서면,2024-11-15,15.9,22.6,11.2,74.9,0.9,8.3
전북특별자치도,완주군 이서면,2024-11-16,17.4,23.6,10.8,73.5,1.2,11.7
전북특별자치도,완주군 이서면,2024-11-17,10.7,16.3,2.4,64,1.7,4.1
전북특별자치도,완주군 이서면,2024-11-18,3.6,8.7,-2.3,43,1.5,14.2
전북특별자치도,완주군 이서면,2024-11-19,3.5,11,-3.5,69.8,0.5,7.9
전북특별자치도,완주군 이서면,2024-11-20,6.4,13,-0.7,75.8,0.7,10.1
전북특별자치도,완주군 이서면,2024-11-21,9.7,15.7,3.5,75.1,1,8.7
전북특별자치도,완주군 이서면,2024-11-22,7.2,13,0.1,70.6,1.1,12.4
전북특별자치도,완주군 이서면,2024-11-23,3.2,12.3,-2.4,76,0.5,10.9
전북특별자치도,완주군 이서면,2024-11-24,4.9,14.7,-0.5,75.7,0.5,10.8
전북특별자치도,완주군 이서면,2024-11-25,10.6,18.5,1.2,67.4,1.8,10.7
전북특별자치도,완주군 이서면,2024-11-26,9.6,15.6,5.8,68.5,3.1,6.4
전북특별자치도,완주군 이서면,2024-11-27,4.1,7.1,1.6,72.7,2.9,4
전북특별자치도,완주군 이서면,2024-11-28,6,10.1,2.4,66,2.6,4
전북특별자치도,완주군 이서면,2024-11-29,3.4,5.7,1.1,92.8,1,4.5
전북특별자치도,완주군 이서면,2024-11-30,4.6,11.8,-0.5,86.3,0.7,6.3
전북특별자치도,완주군 이서면,2024-12-01,8.4,14.6,1.9,80.2,0.9,5.6
전북특별자치도,완주군 이서면,2024-12-02,10.1,17.5,4.4,77.5,1.9,10.2
전북특별자치도,완주군 이서면,2024-12-03,2.5,7.1,-2.3,66,1.1,10.5
전북특별자치도,완주군 이서면,2024-12-04,4.1,8.4,0.7,61.5,1,10.6
전북특별자치도,완주군 이서면,2024-12-05,5.8,8.7,3,81.7,1.1,3.9
전북특별자치도,완주군 이서면,2024-12-06,5.1,9.2,-0.4,74.1,1.1,7.7
전북특별자치도,완주군 이서면,2024-12-07,1.1,5.4,-2.7,84.4,0.7,3.6
전북특별자치도,완주군 이서면,2024-12-08,0.5,5.7,-3.7,72.9,0.9,11.5
전북특별자치도,완주군 이서면,2024-12-09,2.4,6.6,-3.6,73,0.5,5.1
전북특별자치도,완주군 이서면,2024-12-10,3.5,8.1,-1.1,71.6,1,10.8
전북특별자치도,완주군 이서면,2024-12-11,1.8,8.3,-2.6,76.9,0.6,8.5
전북특별자치도,완주군 이서면,2024-12-12,0,6.6,-5.6,73.1,0.7,10.9
전북특별자치도,완주군 이서면,2024-12-13,0,4.6,-3,80.9,0.8,4.2
전북특별자치도,완주군 이서면,2024-12-14,-0.8,3.5,-5.4,88.8,0.9,8.6
전북특별자치도,완주군 이서면,2024-12-15,2.6,7.5,-2.8,85,1,4.7
전북특별자치도,완주군 이서면,2024-12-16,4,8.3,0,67.8,1,9.7
전북특별자치도,완주군 이서면,2024-12-17,3.2,7.4,-1.8,67.1,1.1,10.7
전북특별자치도,완주군 이서면,2024-12-18,-0.8,1.9,-6.5,66.1,1.4,6.8
전북특별자치도,완주군 이서면,2024-12-19,-3.3,4,-8.9,74.1,0.6,11.8
전북특별자치도,완주군 이서면,2024-12-20,0.9,5.8,-4.9,73.4,0.8,3.8
전북특별자치도,완주군 이서면,2024-12-21,2,5.7,-2.4,81.9,1.8,3.8
전북특별자치도,완주군 이서면,2024-12-22,-2.8,2.7,-44.3,71.9,0.9,12.2
전북특별자치도,완주군 이서면,2024-12-23,-0.8,7.9,-7.1,82.9,0.8,7.5
전북특별자치도,완주군 이서면,2024-12-24,-0.1,5.9,-5.3,80.5,0.7,11.3
전북특별자치도,완주군 이서면,2024-12-25,2.4,8.3,-2.7,79.3,0.7,8.1
전북특별자치도,완주군 이서면,2024-12-26,2.6,6.7,-1.4,71.8,1.7,9.3
전북특별자치도,완주군 이서면,2024-12-27,0.4,3.3,-1.3,65.9,1.3,9.1
전북특별자치도,완주군 이서면,2024-12-28,-1,1.4,-3.8,82.5,0.8,10.3
전북특별자치도,완주군 이서면,2024-12-29,2.3,7.5,-0.3,75.9,1.1,6.5
전북특별자치도,완주군 이서면,2024-12-30,7,11.1,0.7,67.9,1.7,6.2
전북특별자치도,완주군 이서면,2024-12-31,2,6.8,-4.1,65.8,1.1,11.6
